DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp2010,Night_Land_Surface_Temp2015,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
KE201400000300,KEGE71FL,KE,2014.0,300.0,KE2014DHS,13768.2421875,15707.6396484375,17936.322265625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00229327588141719,0.004993725426589386,0.006429609618609464,28.603247506277903,28.423333304268972,29.052141462053573,28.824048723493302,-9999,-9999,-9999,-9999,2.0,2371.0,2544.0,2625.285714285714,2810.714285714286,3073.8571428571427,3019.4285714285716,3074.8571428571427,-9999,-9999,-9999,-9999,32.578947368421055,3333.6162109375,8.0,0.0,0.24822132967445412,0.37260855267199827,0.561452977219442,25.241690499441965,25.485238211495535,26.057024274553573,25.93357195172991,145.07134046052633,72.69789382309942,355.67055007309943,0.06711805354782015,151.599883497807,0.2405775785446167,0.285566786924998,0.09162094195683797,0.07507101694742839,0.17844978968302408,0.2259255051612854,0.04961751898129781,0.04026194165150324,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.004138042753105921,23.061902727399552,23.043095179966517,21.88012913295201,22.547143118722097,23.061902727399552,23.043095179966517,-9999,-9999,-9999,-9999,1447.173125,7850.447304,1243.224476,1100.8,987.6,1318.4,1158.0,1073.0,1279.0,1644.2,0.32322219730347623,0.0,0.0,0.0,27.322856903076172,24.137144088745117,27.18428611755371,27.804285049438477,27.477142333984375,24.337142944335938,25.1200008392334,28.10285758972168,25.814285278320312,26.52857208251953,25.821428298950195,24.738571166992188,211.4034090909091,50.646153846153844,13.038743137668918,14.83646801097973,16.9263355152027,19.327932326858107,12165.7421875,13820.0859375,15653.640625,17624.767578125,81.84290221497253,92.97076751373626,105.3057606456044,118.56710379464286,-9999,-9999,-9999,-9999
KE201400000301,KEGE71FL,KE,2014.0,301.0,KE2014DHS,34226.75,39047.9375,44588.265625,67.03333282470703,51.29999923706055,48.491668701171875,86.36666870117188,14.896296501159668,11.506542205810547,10.795918464660645,19.59168243408203,0.0009949069894002584,0.002317859919485218,0.0023893822809893214,29.05545654296875,30.717999267578126,30.900997924804688,30.8943359375,8.141666412353516,8.216667175292969,7.550000190734863,7.5416669845581055,2.0,3161.2,3837.8,3698.2,3706.0,4115.8,4067.2,4154.6,0.0,0.0,0.0,0.0,29.301075268817204,1811.492919921875,7.0,0.0,0.22425544729943697,0.3397113316436283,0.5080460297567467,25.279635620117187,26.57166748046875,26.728997802734376,26.72750244140625,48.75228032377577,226.15629027061857,19.22984958923969,0.3572827368667445,2.216122342139175,0.43638360500335693,0.15177378058433533,0.041360385715961456,0.2188788503408432,0.5108484029769897,0.11809594184160233,0.026055719703435898,0.21783830225467682,30.358333587646484,30.383333206176758,30.575000762939453,30.733333587646484,26.258333206176758,26.258333206176758,26.774999618530273,26.941667556762695,22.21666717529297,22.166667938232422,23.024999618530273,23.191667556762695,0.03845449037189725,22.557000732421876,22.560667419433592,21.503817749023437,22.425332641601564,22.557000732421876,22.560667419433592,4.5,4.458333492279053,4.491666793823242,4.4083333015441895,790.9010561,30246.97376,504.6721611,1133.0,1318.5,1252.0,1245.6666666666667,869.8333333333334,1102.0,1664.5,1.359853162263569,0.0,0.0,0.0,27.118608474731445,23.971195220947266,26.786239624023438,27.148456573486328,26.69354248046875,23.73434829711914,24.548412322998047,27.57204246520996,25.417022705078125,26.262542724609375,25.494781494140625,24.460412979125977,207.4559585492228,29.787564766839377,29.40920695193528,33.46402085977157,38.177769075190355,43.59463237626903,30589.888671875,34748.31640625,39357.30859375,44315.7578125,184.9291466346154,210.06881009615384,237.93215144230768,267.90825320512823,9.723333358764648,8.727499961853027,8.671666145324707,11.263333320617676
KE201400000302,KEGE71FL,KE,2014.0,302.0,KE2014DHS,35423.4765625,40413.23046875,46147.26953125,67.03333282470703,51.29999923706055,48.491668701171875,86.36666870117188,14.896296501159668,11.506542205810547,10.795918464660645,19.59168243408203,0.0009806077831830734,0.0027338375265781698,0.002803008525799482,28.714243570963543,30.142222086588543,30.374722798665363,30.044723510742188,8.141666412353516,8.216667175292969,7.550000190734863,7.5416669845581055,2.0,3273.1666666666665,3859.8333333333335,3592.8333333333335,3651.8333333333335,4016.8333333333335,3917.6666666666665,4057.1666666666665,0.0,0.0,0.0,0.0,29.68944099378882,1811.4930419921875,7.0,0.0,0.22689138262989006,0.34099551398556827,0.5084186241407095,25.16363525390625,26.318751017252605,26.490277608235676,26.330973307291668,79.91955366290983,234.073962602459,118.18039190573771,0.3363066292851349,24.560053257342897,0.49402419726053876,0.1684855024019877,0.04259752233823141,0.23996426661809286,0.4900290171305339,0.10525882244110107,0.021498575806617737,0.19653991858164468,30.358333587646484,30.383333206176758,30.575000762939453,30.733333587646484,26.258333206176758,26.258333206176758,26.774999618530273,26.941667556762695,22.21666717529297,22.166667938232422,23.024999618530273,23.191667556762695,0.04797167817423166,22.60583241780599,22.617223103841145,21.61302947998047,22.495277404785156,22.60583241780599,22.617223103841145,4.5,4.458333492279053,4.491666793823242,4.4083333015441895,159.8543855,27494.23922,112.3206221,1127.5,1319.6666666666667,1243.1666666666667,1268.6666666666667,893.6666666666666,1113.5,1670.6666666666667,1.261290254648666,0.0,0.0,0.0,27.13959503173828,23.865238189697266,26.886760711669922,27.322458267211914,26.76491928100586,23.58993148803711,24.43340301513672,27.781259536743164,25.328136444091797,26.345561981201172,25.565135955810547,24.508419036865234,206.37912087912088,29.71511627906977,31.645497423537233,36.00864361702128,41.080826130319146,46.909584857047875,31565.763671875,35857.51953125,40613.40625,45730.2421875,202.99571368243244,230.5957347972973,261.1802364864865,294.0861908783784,9.723333358764648,8.727499961853027,8.671666145324707,11.263333320617676
KE201400000303,KEGE71FL,KE,2014.0,303.0,KE2014DHS,30826.578125,35168.81640625,40158.7578125,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.04552378979596225,0.0661902590231462,0.16512816602533514,29.6990909576416,32.121665954589844,31.803333282470703,30.553333282470703,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2,2712,2955,3086,3424,3667,3354,3522,0.0,0.0,0.0,0.0,53.44444444444444,1811.4930419921875,-9999,0.0,0.22689397728700228,0.3360849713359191,0.49798573895038095,25.670909881591797,27.27916717529297,27.324167251586914,26.7358341217041,1469.3196614583333,219.72542317708334,333.4195556640625,0.35671091079711914,80.27850341796875,0.4177720248699188,0.14309264719486237,0.04938444495201111,0.2325252741575241,0.3863510489463806,0.08480682224035263,0.02511456608772278,0.18857447803020477,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,2.7876522357647238,22.844999313354492,22.918333053588867,21.64272689819336,22.43666648864746,22.844999313354492,22.918333053588867,4.275000095367432,4.375,4.241666793823242,4.183333396911621,3315.683619,38921.64312,1101.834663,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.562230110168457,2.0,2.0,2.0,27.254167556762695,24.27916717529297,26.59583282470703,26.93958282470703,26.641666412353516,24.089584350585938,24.831249237060547,27.549999237060547,25.612499237060547,26.19791603088379,25.710416793823242,24.649999618530273,86.25,19.083333333333332,410.294921875,466.86452414772725,532.6271750710227,608.1991299715909,14775.208984375,16784.375,19010.1953125,21405.30078125,1195.8760416666667,1358.4908854166667,1538.6494791666667,1732.5028645833333,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000304,KEGE71FL,KE,2014.0,304.0,KE2014DHS,15768.634765625,17989.80859375,20542.296875,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.050128425870622904,0.07379694495882307,0.19061705044337682,29.6990909576416,32.121665954589844,31.803333282470703,30.553333282470703,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2,2712,2955,3086,3424,3667,3354,3522,0.0,0.0,0.0,0.0,55.666666666666664,1811.4930419921875,-9999,0.0,0.22689397728700228,0.3360849713359191,0.49798573895038095,25.670909881591797,27.27916717529297,27.324167251586914,26.7358341217041,53.11049270629883,253.01206970214844,5.545223236083984,0.3666767477989197,0.5877872705459595,0.4177720248699188,0.14309264719486237,0.04938444495201111,0.2325252741575241,0.3863510489463806,0.08480682224035263,0.02511456608772278,0.18857447803020477,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,2.3447062174479165,22.844999313354492,22.918333053588867,21.64272689819336,22.43666648864746,22.844999313354492,22.918333053588867,4.275000095367432,4.375,4.241666793823242,4.183333396911621,1311.957883,38844.07867,217.3599424,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4727082848548889,2.0,2.0,2.0,27.254167556762695,24.27916717529297,26.59583282470703,26.93958282470703,26.641666412353516,24.089584350585938,24.831249237060547,27.549999237060547,25.612499237060547,26.19791603088379,25.710416793823242,24.649999618530273,94.42857142857143,20.0,349.6387634277344,397.84539794921875,453.8860168457031,518.2857666015625,13240.861328125,15041.25,17036.021484375,19182.2578125,1947.739990234375,2212.5771484375,2506.01171875,2821.7236328125,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000305,KEGE71FL,KE,2014.0,305.0,KE2014DHS,24936.052734375,28448.548828125,32484.978515625,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.04548439809254238,0.12406072446278163,0.19767015320914133,30.011817932128906,30.203332901000977,30.663333892822266,30.268333435058594,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2.0,1935,2409,2595,2823,3192,2958,3175,0.0,0.0,0.0,0.0,50.4,1811.4930419921875,8,0.0,0.2387198271221129,0.3370040938898775,0.48574567838767446,25.91181755065918,26.254167556762695,26.719165802001953,26.642499923706055,53.21711018880208,144.84026692708332,9.43998311360677,0.45820480982462564,2.277229817708333,0.29271939396858215,0.18798068165779114,0.10507502406835556,0.23443126678466797,0.24031929671764374,0.12605470418930054,0.059592828154563904,0.1876668930053711,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,3.601347298457705,22.774999618530273,23.016666412353516,21.811819076538086,22.30500030517578,22.774999618530273,23.016666412353516,4.275000095367432,4.375,4.241666793823242,4.183333396911621,3633.545928,4971.236532,2400.379512,1093,1322,1373,1334,945,1218,1861,0.5184670766194661,2.0,2.0,3.0,27.331958770751953,24.168041229248047,26.946392059326172,27.26082420349121,26.88350486755371,23.960824966430664,24.856700897216797,27.914432525634766,25.87938117980957,26.532989501953125,25.74948501586914,24.661855697631836,34.93333333333333,1.5333333333333334,278.05303955078125,316.3898010253906,360.95648193359375,412.1709289550781,20191.4140625,22937.34375,25979.556640625,29251.94140625,1585.1088541666666,1800.675390625,2039.501953125,2296.397395833333,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000306,KEGE71FL,KE,2014.0,306.0,KE2014DHS,26802.060546875,30577.40234375,34915.8828125,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.06701858341693878,0.14782112836837769,0.2614532709121704,30.011817932128906,30.203332901000977,30.663333892822266,30.268333435058594,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2,1935,2409,2595,2823,3192,2958,3175,0.0,0.0,0.0,0.0,54.84615384615385,1811.4930419921875,8,0.0,0.2387198271221129,0.3370040938898775,0.48574567838767446,25.91181755065918,26.254167556762695,26.719165802001953,26.642499923706055,45.06235613141741,119.35130092075893,11.670728410993304,0.5775977543422154,3.4217630113874162,0.29271939396858215,0.18798068165779114,0.10507502406835556,0.23443126678466797,0.24031929671764374,0.12605470418930054,0.059592828154563904,0.1876668930053711,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,4.630214822703395,22.774999618530273,23.016666412353516,21.811819076538086,22.30500030517578,22.774999618530273,23.016666412353516,4.275000095367432,4.375,4.241666793823242,4.183333396911621,2354.189303,3538.931717,918.8501295,1068,1272,1354,1299,914,1219,1804,0.27761932214101154,2.0,2.0,3.0,27.331958770751953,24.168041229248047,26.946392059326172,27.26082420349121,26.88350486755371,23.960824966430664,24.856700897216797,27.914432525634766,25.87938117980957,26.532989501953125,25.74948501586914,24.661855697631836,32.785714285714285,0.38461538461538464,294.826171875,335.47555106026783,382.73067801339283,437.03452845982144,17096.435546875,19421.5546875,21997.544921875,24768.3046875,1479.0821707589287,1680.2381417410713,1903.0980747767858,2142.8074776785716,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000307,KEGE71FL,KE,2014.0,307.0,KE2014DHS,21896.18359375,24980.484375,28524.845703125,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.04005130132039388,0.12080542246500652,0.18338477611541748,30.011817932128906,30.203332901000977,30.663333892822266,30.268333435058594,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2.0,1935,2409,2595,2823,3192,2958,3175,0.0,0.0,0.0,0.0,49.53846153846154,1811.4930419921875,8,0.0,0.2387198271221129,0.3370040938898775,0.48574567838767446,25.91181755065918,26.254167556762695,26.719165802001953,26.642499923706055,56.426892961774556,154.52859933035714,11.387229919433594,0.5734116009303502,3.031988961356027,0.29271939396858215,0.18798068165779114,0.10507502406835556,0.23443126678466797,0.24031929671764374,0.12605470418930054,0.059592828154563904,0.1876668930053711,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,3.0664243536480402,22.774999618530273,23.016666412353516,21.811819076538086,22.30500030517578,22.774999618530273,23.016666412353516,4.275000095367432,4.375,4.241666793823242,4.183333396911621,4095.734408,5402.753718,2780.909852,1093.0,1322.0,1373.0,1334.0,945.0,1218.0,1861.0,0.5256837095533099,2.0,2.0,3.0,27.331958770751953,24.168041229248047,26.946392059326172,27.26082420349121,26.88350486755371,23.960824966430664,24.856700897216797,27.914432525634766,25.87938117980957,26.532989501953125,25.74948501586914,24.661855697631836,33.5,1.7857142857142858,268.2591552734375,305.24557059151783,348.24253627232144,397.65297154017856,19211.953125,21824.708984375,24719.294921875,27832.978515625,1598.648158482143,1816.05859375,2056.9202008928573,2316.0133928571427,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000308,KEGE71FL,KE,2014.0,308.0,KE2014DHS,98747.859375,112657.5,128641.9375,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.0016496013040127962,0.0031687621621118074,0.009360450765360956,30.58515082465278,31.167036268446182,31.03870307074653,30.93222384982639,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2.0,2574.5555555555557,3160.777777777778,3087.4444444444443,3262.222222222222,3677.1111111111113,3573.4444444444443,3583.0,0.0,0.0,0.0,0.0,32.61933534743203,1811.4927884615386,8.0,0.23343966901302338,0.23868257995059627,0.3465066903665173,0.5059002803585362,25.929796006944443,26.63814968532986,26.605092366536457,26.715369330512154,51.93390058534743,236.53441276435046,17.66657323923716,0.2331942647605504,2.7271920287717144,0.38696371714274086,0.21804958979288738,0.10327276388804117,0.26643282572428384,0.348611323038737,0.15267701148986818,0.05758021275202433,0.21963359514872233,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,0.2317534941479676,22.17148166232639,22.498518202039932,21.274444580078125,22.10925971137153,22.17148166232639,22.498518202039932,4.275000095367432,4.375,4.241666793823242,4.183333396911621,7035.775045,13025.21063,6852.559741,1070.6363636363637,1368.1818181818182,1275.4545454545455,1241.4545454545455,904.8181818181819,1156.3636363636363,1769.6363636363637,1.23128637844634,0.0,0.0,0.0,27.06272315979004,23.88411521911621,26.59510040283203,27.021100997924805,26.666645050048828,23.767702102661133,24.601436614990234,27.615638732910156,25.39816665649414,26.00402069091797,25.385696411132812,24.331830978393555,176.90936555891238,23.687878787878788,49.75166399169184,56.61121601208459,64.5854831476586,73.74920930891238,99620.125,113166.7265625,128176.9453125,144321.5625,351.2826189577039,399.05088746223566,451.98026812688823,508.9097432024169,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000309,KEGE71FL,KE,2014.0,309.0,KE2014DHS,56441.12890625,64391.4375,73527.625,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.0025546101983203446,0.004568530376567397,0.013403597266175026,30.808181762695312,31.302667236328126,31.008331298828125,30.849667358398438,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2.0,2387.6,3223.4,3039.8,3264.6,3811.8,3675.8,3672.8,0.0,0.0,0.0,0.0,34.345,1811.492919921875,8.0,0.11671984940767288,0.2394443015414971,0.3472459978285795,0.507506647694856,26.155453491210938,26.786834716796875,26.647000122070313,26.745166015625,57.17311614839902,415.3520243226601,30.05315049645936,0.1841819650433921,1.2700574151400863,0.39241042137146,0.21151790618896485,0.10064141750335694,0.2667974948883057,0.35431203842163084,0.14559721946716309,0.05587854385375977,0.22024898529052733,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,0.22133325012435628,22.285665893554686,22.640667724609376,21.502726745605468,22.27100067138672,22.285665893554686,22.640667724609376,4.275000095367432,4.375,4.241666793823242,4.183333396911621,1030.013372,13560.02753,960.0883557,1084.5,1349.5,1233.75,1208.875,905.5,1134.375,1730.5,1.54127487028488,0.0,0.0,1.0,27.196945190429688,24.09222984313965,26.738197326660156,27.107202529907227,26.772789001464844,23.965904235839844,24.774871826171875,27.731779098510742,25.510334014892578,26.155540466308594,25.51839256286621,24.443161010742188,149.32019704433498,17.177339901477833,48.17499323174505,54.817150758044555,62.53870958384901,71.41202718904702,51411.78125,58402.703125,66148.140625,74481.09375,296.4831434729064,336.79864532019707,381.4652093596059,429.51993534482756,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000310,KEGE71FL,KE,2014.0,310.0,KE2014DHS,28325.67578125,32315.630859375,36900.74609375,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.0001854128397691745,0.0007495378343441996,0.0031406468095870827,29.951998901367187,33.00266723632812,32.13450317382812,32.01000061035156,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2.0,2755.5,2767.3,2761.3,3000.8,3184.5,3192.3,3228.8,0.0,0.0,0.0,0.0,27.256830601092897,1811.4930245535713,7.0,0.13612814247608185,0.21312038223787116,0.33401989242689156,0.5025560631150976,25.270635986328124,27.463665771484376,27.02208251953125,27.01058349609375,40.252235954576506,62.99847378756831,41.19117144808743,0.25055065050802594,4.442306768698771,0.5149800777435303,0.19865376608712332,0.052980082375662665,0.2729034423828125,0.5209790979112897,0.1331806949206761,0.027173331805637906,0.23244684083121164,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,0.005643406937256688,21.90966796875,22.011166381835938,20.589273071289064,21.92466583251953,21.90966796875,22.011166381835938,4.275000095367432,4.375,4.241666793823242,4.183333396911621,20037.01863,49804.37428,14161.08417,968.4545454545455,1247.8181818181818,1078.909090909091,1175.4545454545455,771.3636363636364,995.5454545454545,1507.5454545454545,1.1263606170487535,0.0,0.0,0.0,26.662750244140625,23.49275016784668,26.236000061035156,26.6195011138916,26.173500061035156,23.264999389648438,24.092500686645508,27.25899887084961,24.95975112915039,25.76074981689453,25.019500732421875,23.9375,276.41530054644807,36.2103825136612,13.070778101519808,14.872918801229508,16.96792152279713,19.375418907957652,22313.6015625,25346.734375,28710.55078125,32327.3046875,70.97653581796447,80.62451972336065,91.3243468237705,102.82874402322405,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000311,KEGE71FL,KE,2014.0,311.0,KE2014DHS,52475.0390625,59866.6796875,68360.8828125,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.0017699013425879282,0.002966919378058551,0.005872621111673851,29.771636962890625,31.73133239746094,31.3558349609375,30.867498779296874,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2.0,2889.7,3365.6,3206.7,3195.9,3506.3,3436.0,3501.8,0.0,0.0,0.0,0.0,30.791666666666668,1811.4930889423076,8.0,0.15561160445213318,0.22642924983521448,0.34201770847451807,0.507144123342635,25.379727172851563,26.951998901367187,26.883999633789063,26.622833251953125,86.8540864523639,115.96901862464183,49.78639863896848,0.27991776343403024,6.744886338198424,0.5042427503145658,0.21245967424832857,0.067955704835745,0.27858359997089094,0.5060607103201059,0.14687714209923378,0.03564537717745854,0.23717856407165527,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,0.04433233037922593,22.41216583251953,22.378167724609376,20.9878173828125,22.172665405273438,22.41216583251953,22.378167724609376,4.275000095367432,4.375,4.241666793823242,4.183333396911621,13138.7364,34952.03686,3639.671171,1038.4545454545455,1310.7272727272727,1170.1818181818182,1194.1818181818182,788.4545454545455,1040.3636363636363,1615.1818181818182,1.1338969343018315,1.0,0.0,0.0,26.778666178385418,23.629669189453125,26.263999938964844,26.675999959309895,26.172332763671875,23.46533203125,24.282000223795574,27.390665690104168,25.149332682291668,25.75633494059245,25.075002034505207,23.96899922688802,187.77650429799428,23.904899135446687,24.720144688397987,28.128451643318964,32.09062948994253,36.64381847162356,38658.8125,43915.203125,49741.0859375,56006.359375,130.40940589689265,148.14100017655366,167.79385151836158,188.9286281779661,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
KE201400000312,KEGE71FL,KE,2014.0,312.0,KE2014DHS,23024.41796875,26267.640625,29994.6328125,71.69166564941406,57.375,53.20000076293945,96.64167022705078,16.76997947692871,13.114285469055176,12.542240142822266,23.101593017578125,0.00014937359189230297,0.0003240985529763358,0.001107462247212728,30.5016357421875,32.92049865722656,32.807000732421876,32.57016296386719,7.891666889190674,7.933333396911621,7.3416666984558105,7.425000190734863,2.0,2595.2,2593.3,2592.2,2898.7,3023.0,2972.4,3029.9,0.0,0.0,0.0,0.0,23.56986301369863,1811.492919921875,8.0,0.0,0.22306539260165031,0.3496789587301015,0.5197427096899486,25.188092041015626,27.014666748046874,26.974334716796875,26.914749145507812,33.46477418664384,41.288356164383565,24.385589683219177,0.1940252852766481,2.9080833957619863,0.5914755548749652,0.2866715703691755,0.05664883766855512,0.29303101130894255,0.6546525955200195,0.22685325145721436,0.029224744864872525,0.2517200878688267,30.350000381469727,30.766666412353516,30.53333282470703,30.741666793823242,26.375,26.774999618530273,26.84166717529297,27.008333206176758,22.45833396911621,22.83333396911621,23.191667556762695,23.316667556762695,0.004988671644874241,21.14166717529297,21.259332275390626,19.874545288085937,21.10883331298828,21.14166717529297,21.259332275390626,4.275000095367432,4.375,4.241666793823242,4.183333396911621,39443.86319,47653.0741,28220.86624,838.0,1209.7,1023.7,1162.0,716.4,909.5,1464.1,0.686335231833262,0.0,0.0,0.0,25.909332275390625,22.763999938964844,25.455001831054688,25.965001424153645,25.568333943684895,22.456331888834637,23.29266611735026,26.536331176757812,24.251332600911457,24.97833251953125,24.261332194010418,23.295664469401043,235.8931506849315,80.05205479452054,10.541843580163043,11.995306927224863,13.684968367866848,15.626662544582201,20841.65625,23675.2265625,26815.390625,30192.904296875,66.48325663527397,75.52213184931507,85.53899828767123,96.31301369863014,10.52833366394043,9.174166679382324,9.395833015441895,12.900833129882812
